Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
OF,Jo Adell (12740285),Jo Adell,12740285,OF,3000,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
2B/3B,Cliff Pennington (12739796),Cliff Pennington,12739796,2B/3B,2900,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
2B/SS,Jack Mayfield (12740135),Jack Mayfield,12740135,2B/SS,2900,HOU@OAK 05/31/2019 10:07PM ET,HOU,5.5
C,Sean Murphy (12740222),Sean Murphy,12740222,C,2900,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
OF,Yordan Alvarez (12740278),Yordan Alvarez,12740278,OF,2900,HOU@OAK 05/31/2019 10:07PM ET,HOU,0
OF,Cameron Perkins (12739921),Cameron Perkins,12739921,OF,2900,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
OF,DJ Peters (12740190),DJ Peters,12740190,OF,2900,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
OF,Adam Haseley (12740259),Adam Haseley,12740259,OF,2900,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
3B,Chase Headley (12739804),Chase Headley,12739804,3B,2900,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Peter O'Brien (12739998),Peter O'Brien,12739998,OF,2900,MIA@SD 05/31/2019 10:10PM ET,MIA,4.07
C,Dustin Garneau (12739908),Dustin Garneau,12739908,C,2900,LAA@SEA 05/31/2019 10:10PM ET,LAA,4.5
1B,Evan White (12740257),Evan White,12740257,1B,2900,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
2B/SS,Jonathan Arauz (12740248),Jonathan Arauz,12740248,2B/SS,2800,HOU@OAK 05/31/2019 10:07PM ET,HOU,0
OF,Connor Joe (12740150),Connor Joe,12740150,OF,2800,PHI@LAD 05/31/2019 10:10PM ET,LAD,0.88
C,Keibert Ruiz (12740210),Keibert Ruiz,12740210,C,2800,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
C,Will Smith (12740220),Will Smith,12740220,C,2800,PHI@LAD 05/31/2019 10:10PM ET,LAD,5
OF,Isaac Galloway (12739869),Isaac Galloway,12739869,OF,2800,MIA@SD 05/31/2019 10:10PM ET,MIA,2.79
2B,Starlin Castro (12739879),Starlin Castro,12739879,2B,2800,MIA@SD 05/31/2019 10:10PM ET,MIA,5
C,Bryan Holaday (12739945),Bryan Holaday,12739945,C,2800,MIA@SD 05/31/2019 10:10PM ET,MIA,1
C,Chad Wallach (12739988),Chad Wallach,12739988,C,2800,MIA@SD 05/31/2019 10:10PM ET,MIA,3.95
C,Jose Lobaton (12739778),Jose Lobaton,12739778,C,2800,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
2B/3B,Ty Kelly (12739901),Ty Kelly,12739901,2B/3B,2800,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
OF,Kyle Lewis (12740205),Kyle Lewis,12740205,OF,2800,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
OF,Skye Bolt (12740081),Skye Bolt,12740081,OF,2700,HOU@OAK 05/31/2019 10:07PM ET,OAK,2.25
OF,Seth Beer (12740294),Seth Beer,12740294,OF,2700,HOU@OAK 05/31/2019 10:07PM ET,HOU,0
C,Josh Thole (12739801),Josh Thole,12739801,C,2700,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
OF,Shane Robinson (12739817),Shane Robinson,12739817,OF,2700,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
C,Rob Brantly (12739952),Rob Brantly,12739952,C,2700,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
C,Rocky Gale (12739953),Rocky Gale,12739953,C,2700,PHI@LAD 05/31/2019 10:10PM ET,LAD,1.6
C,Andrew Knapp (12739987),Andrew Knapp,12739987,C,2700,PHI@LAD 05/31/2019 10:10PM ET,PHI,2.61
OF,Nick Williams (12740071),Nick Williams,12740071,OF,2700,PHI@LAD 05/31/2019 10:10PM ET,PHI,1.8
C,A.J. Ellis (12739777),A.J. Ellis,12739777,C,2700,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Boog Powell (12740077),Boog Powell,12740077,OF,2700,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Edward Olivares (12740198),Edward Olivares,12740198,OF,2700,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Dustin Ackley (12739882),Dustin Ackley,12739882,OF,2700,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
1B/2B,Jose Fernandez (12740099),Jose Fernandez,12740099,1B/2B,2700,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
OF,Michael Hermosillo (12740125),Michael Hermosillo,12740125,OF,2700,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
3B,Joe Rizzo (12740264),Joe Rizzo,12740264,3B,2700,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
C,Nick Hundley (12739803),Nick Hundley,12739803,C,2600,HOU@OAK 05/31/2019 10:07PM ET,OAK,3.44
C,Max Stassi (12739894),Max Stassi,12739894,C,2600,HOU@OAK 05/31/2019 10:07PM ET,HOU,3.11
SS,Miguelangel Sierra (12740214),Miguelangel Sierra,12740214,SS,2600,HOU@OAK 05/31/2019 10:07PM ET,HOU,0
OF,Cornelius Randolph (12740226),Cornelius Randolph,12740226,OF,2600,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
OF,Mickey Moniak (12740261),Mickey Moniak,12740261,OF,2600,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
1B/3B,Martin Prado (12739783),Martin Prado,12739783,1B/3B,2600,MIA@SD 05/31/2019 10:10PM ET,MIA,3.9
OF,Manuel Margot (12740055),Manuel Margot,12740055,OF,2600,MIA@SD 05/31/2019 10:10PM ET,SD,3.86
OF,Buddy Reed (12740131),Buddy Reed,12740131,OF,2600,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Peter Bourjos (12739806),Peter Bourjos,12739806,OF,2600,LAA@SEA 05/31/2019 10:10PM ET,LAA,1.46
OF,Jabari Blash (12739843),Jabari Blash,12739843,OF,2600,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
OF,Jahmai Jones (12740229),Jahmai Jones,12740229,OF,2600,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
1B,Tyler White (12740128),Tyler White,12740128,1B,2500,HOU@OAK 05/31/2019 10:07PM ET,HOU,4.25
OF,Greg Deichmann (12740253),Greg Deichmann,12740253,OF,2500,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
OF,Jameson Hannah (12740282),Jameson Hannah,12740282,OF,2500,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
OF,Austin Beck (12740284),Austin Beck,12740284,OF,2500,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
1B/C,Matt McBride (12739815),Matt McBride,12739815,C/1B,2500,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
2B/OF,Andrew Romine (12739837),Andrew Romine,12739837,2B/OF,2500,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
2B,Daniel Brito (12740213),Daniel Brito,12740213,2B,2500,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
OF,Ichiro Suzuki (12739763),Ichiro Suzuki,12739763,OF,2500,LAA@SEA 05/31/2019 10:10PM ET,SEA,1
OF,Brandon Marsh (12740266),Brandon Marsh,12740266,OF,2500,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
2B/SS,Gregorio Petit (12739785),Gregorio Petit,12739785,2B/SS,2400,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
2B/SS,Gift Ngoepe (12739914),Gift Ngoepe,12739914,2B/SS,2400,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
3B/OF,Cody Asche (12739948),Cody Asche,12739948,3B/OF,2400,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
SS,Arquimedes Gamboa (12740247),Arquimedes Gamboa,12740247,SS,2400,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
OF,Lewis Brinson (12740067),Lewis Brinson,12740067,OF,2400,MIA@SD 05/31/2019 10:10PM ET,MIA,3
OF/SS,Phil Gosselin (12739937),Phil Gosselin,12739937,SS/OF,2300,PHI@LAD 05/31/2019 10:10PM ET,PHI,2.08
SS,Hudson Sanchez (12740265),Hudson Sanchez,12740265,SS,2300,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Victor Victor Mesa (12740280),Victor Victor Mesa,12740280,OF,2300,MIA@SD 05/31/2019 10:10PM ET,MIA,0
OF,Chris Young (12739773),Chris Young,12739773,OF,2300,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
OF,Brennon Lund (12740203),Brennon Lund,12740203,OF,2300,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
C,Cal Raleigh (12740256),Cal Raleigh,12740256,C,2300,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
OF,Jarred Kelenic (12740292),Jarred Kelenic,12740292,OF,2300,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
SS,Jeter Downs (12740286),Jeter Downs,12740286,SS,2200,PHI@LAD 05/31/2019 10:10PM ET,LAD,0
C,Chris Stewart (12739770),Chris Stewart,12739770,C,2200,MIA@SD 05/31/2019 10:10PM ET,SD,0
SS,Javy Guerra (12740108),Javy Guerra,12740108,SS,2200,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Tristan Pompey (12740243),Tristan Pompey,12740243,OF,2200,MIA@SD 05/31/2019 10:10PM ET,MIA,0
SS,Gabriel Arias (12740289),Gabriel Arias,12740289,SS,2200,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Tirso Ornelas (12740290),Tirso Ornelas,12740290,OF,2200,MIA@SD 05/31/2019 10:10PM ET,SD,0
SS,Jeremy Eierman (12740281),Jeremy Eierman,12740281,SS,2100,HOU@OAK 05/31/2019 10:07PM ET,OAK,0
SS,Allen Cordoba (12740110),Allen Cordoba,12740110,SS,2100,MIA@SD 05/31/2019 10:10PM ET,SD,0
OF,Stone Garrett (12740176),Stone Garrett,12740176,OF,2100,MIA@SD 05/31/2019 10:10PM ET,MIA,0
3B/SS,Zack Cozart (12739835),Zack Cozart,12739835,3B/SS,2100,LAA@SEA 05/31/2019 10:10PM ET,LAA,2
OF,Julio Rodriguez (12740291),Julio Rodriguez,12740291,OF,2100,LAA@SEA 05/31/2019 10:10PM ET,SEA,0
OF,Jordyn Adams (12740293),Jordyn Adams,12740293,OF,2100,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
SS,Jeremiah Jackson (12740296),Jeremiah Jackson,12740296,SS,2100,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
3B/OF,Jose Bautista (12739766),Jose Bautista,12739766,3B/OF,2000,PHI@LAD 05/31/2019 10:10PM ET,PHI,0
SS,Ruddy Giron (12740195),Ruddy Giron,12740195,SS,2000,MIA@SD 05/31/2019 10:10PM ET,SD,0
SS,Xavier Edwards (12740295),Xavier Edwards,12740295,SS,2000,MIA@SD 05/31/2019 10:10PM ET,SD,0
SS,Leonardo Rivas (12740211),Leonardo Rivas,12740211,SS,2000,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
SS,Livan Soto (12740288),Livan Soto,12740288,SS,2000,LAA@SEA 05/31/2019 10:10PM ET,LAA,0
